Date,Open,High,Low,Close*,Adj Close**,Volume
24-Jan-19,"2,638.84","2,647.20","2,627.01","2,642.33","2,642.33","3,433,250,000"
23-Jan-19,"2,643.48","2,653.19","2,612.86","2,638.70","2,638.70","3,335,610,000"
22-Jan-19,"2,657.88","2,657.88","2,617.27","2,632.90","2,632.90","3,908,030,000"
18-Jan-19,"2,651.27","2,675.47","2,647.58","2,670.71","2,670.71","3,986,730,000"
17-Jan-19,"2,609.28","2,645.06","2,606.36","2,635.96","2,635.96","3,772,270,000"
16-Jan-19,"2,614.75","2,625.76","2,612.68","2,616.10","2,616.10","3,863,770,000"
15-Jan-19,"2,585.10","2,613.08","2,585.10","2,610.30","2,610.30","3,572,330,000"
14-Jan-19,"2,580.31","2,589.32","2,570.41","2,582.61","2,582.61","3,664,450,000"
11-Jan-19,"2,588.11","2,596.27","2,577.40","2,596.26","2,596.26","3,434,490,000"
10-Jan-19,"2,573.51","2,597.82","2,562.02","2,596.64","2,596.64","3,704,500,000"
9-Jan-19,"2,580.00","2,595.32","2,568.89","2,584.96","2,584.96","4,052,480,000"
8-Jan-19,"2,568.11","2,579.82","2,547.56","2,574.41","2,574.41","4,083,030,000"
7-Jan-19,"2,535.61","2,566.16","2,524.56","2,549.69","2,549.69","4,104,710,000"
4-Jan-19,"2,474.33","2,538.07","2,474.33","2,531.94","2,531.94","4,213,410,000"
3-Jan-19,"2,491.92","2,493.14","2,443.96","2,447.89","2,447.89","3,822,860,000"
2-Jan-19,"2,476.96","2,519.49","2,467.47","2,510.03","2,510.03","3,733,160,000"
31-Dec-18,"2,498.94","2,509.24","2,482.82","2,506.85","2,506.85","3,442,870,000"
28-Dec-18,"2,498.77","2,520.27","2,472.89","2,485.74","2,485.74","3,702,620,000"
27-Dec-18,"2,442.50","2,489.10","2,397.94","2,488.83","2,488.83","4,096,610,000"
26-Dec-18,"2,363.12","2,467.76","2,346.58","2,467.70","2,467.70","4,233,990,000"
24-Dec-18,"2,400.56","2,410.34","2,351.10","2,351.10","2,351.10","2,613,930,000"
21-Dec-18,"2,465.38","2,504.41","2,408.55","2,416.62","2,416.62","7,609,010,000"
20-Dec-18,"2,496.77","2,509.63","2,441.18","2,467.42","2,467.42","5,585,780,000"
19-Dec-18,"2,547.05","2,585.29","2,488.96","2,506.96","2,506.96","5,127,940,000"
18-Dec-18,"2,559.90","2,573.99","2,528.71","2,546.16","2,546.16","4,470,880,000"
17-Dec-18,"2,590.75","2,601.13","2,530.54","2,545.94","2,545.94","4,616,350,000"
14-Dec-18,"2,629.68","2,635.07","2,593.84","2,599.95","2,599.95","4,035,020,000"
13-Dec-18,"2,658.70","2,670.19","2,637.27","2,650.54","2,650.54","3,927,720,000"
12-Dec-18,"2,658.23","2,685.44","2,650.26","2,651.07","2,651.07","3,958,890,000"
11-Dec-18,"2,664.44","2,674.35","2,621.30","2,636.78","2,636.78","3,905,870,000"
10-Dec-18,"2,630.86","2,647.51","2,583.23","2,637.72","2,637.72","4,151,030,000"
7-Dec-18,"2,691.26","2,708.54","2,623.14","2,633.08","2,633.08","4,216,690,000"
6-Dec-18,"2,663.51","2,696.15","2,621.53","2,695.95","2,695.95","5,141,470,000"
4-Dec-18,"2,782.43","2,785.93","2,697.18","2,700.06","2,700.06","4,499,840,000"
3-Dec-18,"2,790.50","2,800.18","2,773.38","2,790.37","2,790.37","4,186,060,000"
30-Nov-18,"2,737.76","2,760.88","2,732.76","2,760.17","2,760.17","4,658,580,000"
29-Nov-18,"2,736.97","2,753.75","2,722.94","2,737.80","2,737.80","3,560,770,000"
28-Nov-18,"2,691.45","2,744.00","2,684.38","2,743.79","2,743.79","3,951,670,000"
27-Nov-18,"2,663.75","2,682.53","2,655.89","2,682.17","2,682.17","3,485,220,000"
26-Nov-18,"2,649.97","2,674.35","2,649.97","2,673.45","2,673.45","3,443,950,000"
23-Nov-18,"2,633.36","2,647.55","2,631.09","2,632.56","2,632.56","1,651,650,000"
21-Nov-18,"2,657.74","2,670.73","2,649.82","2,649.93","2,649.93","3,233,550,000"
20-Nov-18,"2,654.60","2,669.44","2,631.52","2,641.89","2,641.89","4,357,900,000"
19-Nov-18,"2,730.74","2,733.16","2,681.09","2,690.73","2,690.73","3,772,900,000"
16-Nov-18,"2,718.54","2,746.75","2,712.16","2,736.27","2,736.27","3,975,180,000"
15-Nov-18,"2,693.52","2,735.38","2,670.75","2,730.20","2,730.20","4,179,140,000"
14-Nov-18,"2,737.90","2,746.80","2,685.75","2,701.58","2,701.58","4,402,370,000"
13-Nov-18,"2,730.05","2,754.60","2,714.98","2,722.18","2,722.18","4,091,440,000"
12-Nov-18,"2,773.93","2,775.99","2,722.00","2,726.22","2,726.22","3,670,930,000"
9-Nov-18,"2,794.10","2,794.10","2,764.24","2,781.01","2,781.01","4,019,090,000"
